,setID,RepCount,isValid,removed,StartMessg,RepN,AvgVel,ROM,PeakVel,PeakVelLoc,PeakAccel,RepDur,TimeBWReps,TimeRepComp,TimeRepWait,SlowAllow,Backlight
2325,49134eff-0f73-45fe-8b47-f755b63766df,2,True,False,-2345,34,0.3663537,300,0.4925158,81,-2121,820495,0,2.463351e+09,0,130000,10000
2326,49134eff-0f73-45fe-8b47-f755b63766df,3,True,False,-2345,35,0.3703051,305,0.4755354,83,-2121,826660,0,2.465304e+09,0,130000,10000
2327,49134eff-0f73-45fe-8b47-f755b63766df,4,True,False,-2345,36,0.3441376,297,0.4485137,88,-2121,865906,0,2.467294e+09,0,130000,10000
2328,49134eff-0f73-45fe-8b47-f755b63766df,5,True,False,-2345,37,0.3244473,314,0.3897531,89,-2121,968322,0,2.469339e+09,0,130000,10000
2329,49134eff-0f73-45fe-8b47-f755b63766df,6,True,False,-2345,38,0.3173058,319,0.4002638,88,-2121,1007477,0,2.471813e+09,0,130000,10000
2330,49134eff-0f73-45fe-8b47-f755b63766df,7,True,False,-2345,39,0.2773477,303,0.3408212,90,-2121,1093872,0,2.47564e+09,0,130000,10000
2331,491b26e6-8941-4705-8644-7976d71410b9,0,True,False,-2345,40,0.4939043,417,0.6677262,18,-2121,846924,2,1.934066e+09,0,130000,10000
2332,491b26e6-8941-4705-8644-7976d71410b9,1,True,False,-2345,41,0.366993,420,0.8747598,21,-2121,1146606,0,1.935942e+09,0,130000,10000
2333,491b26e6-8941-4705-8644-7976d71410b9,2,True,False,-2345,42,0.4362973,431,0.7697294,20,-2121,989532,0,1.938366e+09,0,130000,10000
2334,491b26e6-8941-4705-8644-7976d71410b9,3,True,False,-2345,43,0.3622755,461,0.9082142,17,-2121,1274811,0,1.941061e+09,0,130000,10000
2336,491d88f3-f924-4f0e-93ff-bbb50d46c127,1,True,False,-2345,4,0.2589428,584,0.4230174,92,-2121,2257325,4,9.299802e+08,0,130000,10000
2337,491d88f3-f924-4f0e-93ff-bbb50d46c127,2,True,False,-2345,5,0.2516893,603,0.539297,95,-2121,2398773,0,9.376904e+08,0,130000,10000
2338,496478d6-5dbd-4922-bbc6-869d43082c44,0,True,False,-2345,1,0.17,270,0.33,92,-2121,1562043,4,1053325900,0,130000,10000
2339,4967a5a0-0fb7-4037-b629-3af242b3a741,0,True,False,-2345,51,0.28,262,0.38,87,-2121,923615,9,94858232,0,130000,10000
2340,4967a5a0-0fb7-4037-b629-3af242b3a741,1,True,False,-2345,52,0.28,281,0.33,91,-2121,1017609,0,97405720,0,130000,10000
2341,4967a5a0-0fb7-4037-b629-3af242b3a741,2,True,False,-2345,53,0.26,289,0.3,86,-2121,1135010,0,100048448,0,130000,10000
2342,4967a5a0-0fb7-4037-b629-3af242b3a741,3,True,False,-2345,54,0.23,292,0.27,85,-2121,1269043,0,103080128,0,130000,10000
2343,4967a5a0-0fb7-4037-b629-3af242b3a741,4,True,False,-2345,55,0.23,319,0.29,82,-2121,1382264,0,107571032,0,130000,10000
2344,4977a29d-f169-45a9-a5df-f245175cd901,0,True,False,-1234,1,0.7,600,1.43,78,-9999,5,10,-9876,1248.09,604.07,518.06
2345,4977a29d-f169-45a9-a5df-f245175cd901,1,True,False,-1234,2,0.7,602,1.39,79,-9999,5,10,-9876,1336.07,711.05,598.05
2346,4977a29d-f169-45a9-a5df-f245175cd901,2,True,False,-1234,3,0.66,640,1.44,83,-9999,5,10,-9876,1565.08,753.06,604.05
2347,4977a29d-f169-45a9-a5df-f245175cd901,3,True,False,-1234,4,0.71,624,1.38,79,-9999,5,10,-9876,988.09,647.06,518.06
2348,4977a29d-f169-45a9-a5df-f245175cd901,4,True,False,-1234,5,0.71,632,1.39,79,-9999,5,10,-9876,936.09,613.06,503.06
2349,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,0,True,False,-1234,1,0.62,374,0.75,56,-9999,5,10,-9876,616.05,454.05,384.04
2350,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,1,True,False,-1234,2,0.61,382,0.75,28,-9999,5,10,-9876,552.05,409.04,372.04
2351,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,2,True,False,-1234,3,0.62,374,0.75,58,-9999,5,10,-9876,650.05,448.04,375.04
2352,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,3,True,False,-1234,4,0.63,414,0.78,60,-9999,5,10,-9876,607.05,494.04,424.04
2353,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,4,True,False,-1234,5,0.62,414,0.75,57,-9999,5,10,-9876,601.05,469.05,402.04
2354,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,5,True,False,-1234,6,0.61,429,0.71,58,-9999,5,10,-9876,650.05,463.05,421.05
2355,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,6,True,False,-1234,7,0.58,408,0.73,32,-9999,5,10,-9876,555.04,412.04,418.03
2356,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,7,True,False,-1234,8,0.49,406,0.68,31,-9999,5,10,-9876,555.05,445.05,390.04
2357,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,8,True,False,-1234,9,0.52,419,0.81,30,-9999,5,10,-9876,543.04,378.03,369.03
2358,499d7d6b-53fb-4e28-8b2f-ac697403c5f4,9,True,False,-1234,10,0.47,411,0.69,29,-9999,5,10,-9876,570.05,445.04,409.04
2359,49f9cdae-3bfb-4692-a303-d637be913689,0,True,False,-2345,12,0.38,688,0.53,90,-2121,1797028,9,1591164160,0,130000,10000
2360,49f9cdae-3bfb-4692-a303-d637be913689,1,True,False,-2345,13,0.34,690,0.72,92,-2121,2007965,0,1600317184,0,130000,10000
2361,49f9cdae-3bfb-4692-a303-d637be913689,2,True,False,-2345,14,0.3,701,0.54,92,-2121,2324371,0,1610444160,0,130000,10000
2362,49fc6c5f-fa28-4574-9998-5bbbe10105c4,0,True,False,-2345,29,0.6,630,0.88,83,-2121,1058929,7,2012566656,133606,130000,10000
2363,49fc6c5f-fa28-4574-9998-5bbbe10105c4,1,True,False,-2345,30,0.52,633,0.82,88,-2121,1229187,0,2018150912,0,130000,10000
2364,49fc6c5f-fa28-4574-9998-5bbbe10105c4,2,True,False,-2345,31,0.5,647,0.87,89,-2121,1299133,0,2023887488,0,130000,10000
2365,49fc6c5f-fa28-4574-9998-5bbbe10105c4,3,True,False,-2345,32,0.49,647,0.78,89,-2121,1316986,0,2029336960,0,130000,10000
2366,49fc6c5f-fa28-4574-9998-5bbbe10105c4,4,True,False,-2345,33,0.48,663,0.81,89,-2121,1385406,0,2034979328,0,130000,10000
2367,49fc6c5f-fa28-4574-9998-5bbbe10105c4,5,True,False,-2345,34,0.48,693,0.84,89,-2121,1446167,0,2042195968,0,130000,10000
2368,4a34ed46-c00e-4bcb-8ea2-ec71cdea6677,0,True,False,-2345,1,0.41,658,0.92,90,-2121,1602722,4,466373100,0,130000,10000
2369,4a356c16-3c19-420a-86aa-85567abfaea9,0,True,False,-2345,17,0.7467038,589,1.293087,77,-2121,790466,2,6.19675e+08,0,130000,10000
2370,4a356c16-3c19-420a-86aa-85567abfaea9,1,True,False,-2345,18,0.74267,600,1.309204,77,-2121,809266,0,6.220618e+08,0,130000,10000
2371,4a356c16-3c19-420a-86aa-85567abfaea9,2,True,False,-2345,19,0.7155745,595,1.260849,74,-2121,832855,0,6.244991e+08,0,130000,10000
2372,4aae894c-1514-42bc-b397-efdd43517d3f,0,True,False,-1234,1,0.57,608,1.04,82,-9999,5,10,-9876,759.08,586.06,543.06
2373,4aae894c-1514-42bc-b397-efdd43517d3f,1,True,False,-1234,2,0.54,637,1.06,84,-9999,5,10,-9876,1025.07,653.05,622.05
2374,4aae894c-1514-42bc-b397-efdd43517d3f,2,True,False,-1234,3,0.51,634,0.94,84,-9999,5,10,-9876,1025.06,659.05,616.05
2375,4aea096a-5d98-42db-80c5-ac83b5a08f73,0,True,False,-2345,27,0.2617697,365,0.5719371,62,-2121,1398713,1,1.051294e+09,0,130000,10000
2376,4aea096a-5d98-42db-80c5-ac83b5a08f73,1,True,False,-2345,28,0.3457277,379,0.6936754,67,-2121,1098510,0,1.09348e+09,1121125,130000,10000
2377,4aea096a-5d98-42db-80c5-ac83b5a08f73,2,True,False,-2345,29,0.3439417,365,0.7333512,73,-2121,1064758,0,1.096587e+09,0,130000,10000
2378,4aea096a-5d98-42db-80c5-ac83b5a08f73,3,True,False,-2345,30,0.3692775,365,0.7427251,65,-2121,991577,0,1.099622e+09,0,130000,10000
2379,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,0,True,False,-2345.0,1.0,0.4116418,507.0,0.5703843,71.0,-2121.0,1234284.0,9.0,5.596283E8,0.0,130000.0,10000.0
2380,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,1,True,False,-2345.0,2.0,0.43327257,513.0,0.5627447,75.0,-2121.0,1185822.0,0.0,5.640411E8,0.0,130000.0,10000.0
2381,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,2,True,False,-2345.0,3.0,0.4736909,488.0,0.6519456,82.0,-2121.0,1032104.0,0.0,5.6637075E8,0.0,130000.0,10000.0
2382,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,3,True,False,-2345.0,4.0,0.49629617,494.0,0.7922831,91.0,-2121.0,996552.0,0.0,5.6845856E8,0.0,130000.0,10000.0
2383,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,4,True,False,-2345.0,5.0,0.58564776,527.0,0.8400492,85.0,-2121.0,900787.0,0.0,5.704559E8,0.0,130000.0,10000.0
2384,4afbc0fc-10f9-4197-a18c-c92b8aade3ea,5,True,False,-2345.0,6.0,0.5347587,587.0,0.9974434,87.0,-2121.0,1098693.0,0.0,5.728081E8,0.0,130000.0,10000.0
2385,4b0b3f25-f860-4e6a-af07-2a2b4acfcafc,0,True,False,-1234,1,0.62,594,1.29,79,-9999,5,10,-9876,1391.09,796.06,622.05
2386,4b0b3f25-f860-4e6a-af07-2a2b4acfcafc,1,True,False,-1234,2,0.55,610,1.26,81,-9999,5,10,-9876,1297.1,695.07,552.06
2387,4b0b3f25-f860-4e6a-af07-2a2b4acfcafc,2,True,False,-1234,3,0.6,626,1.26,82,-9999,5,10,-9876,1379.1,747.07,640.07
2388,4b0b3f25-f860-4e6a-af07-2a2b4acfcafc,3,True,False,-1234,4,0.59,610,1.23,78,-9999,5,10,-9876,1318.09,872.07,723.06
2389,4b3769cf-8ff8-4ef5-8316-62abdae3f774,0,True,False,-2345.0,13.0,0.477925,267.0,0.610962,79.0,-2121.0,560486.0,3.0,5.82206E8,0.0,130000.0,10000.0
2390,4b3769cf-8ff8-4ef5-8316-62abdae3f774,1,True,False,-2345.0,14.0,0.5979842,264.0,0.6981084,87.0,-2121.0,443298.0,0.0,5.835121E8,0.0,130000.0,10000.0
2391,4b3769cf-8ff8-4ef5-8316-62abdae3f774,2,True,False,-2345.0,15.0,0.49474636,273.0,0.6641537,90.0,-2121.0,552215.0,0.0,5.847893E8,0.0,130000.0,10000.0
2392,4b3769cf-8ff8-4ef5-8316-62abdae3f774,3,True,False,-2345.0,16.0,0.47952342,286.0,0.54718494,93.0,-2121.0,598175.0,0.0,5.8608966E8,0.0,130000.0,10000.0
2393,4b3769cf-8ff8-4ef5-8316-62abdae3f774,4,True,False,-2345.0,17.0,0.46512344,297.0,0.5249904,94.0,-2121.0,640961.0,0.0,5.874487E8,0.0,130000.0,10000.0
2394,4b3769cf-8ff8-4ef5-8316-62abdae3f774,5,True,False,-2345.0,18.0,0.49848205,319.0,0.5496076,92.0,-2121.0,641236.0,0.0,5.887599E8,0.0,130000.0,10000.0
2395,4b7e713c-6af1-4613-b9b9-cc99e8f9e8fb,0,True,False,-2345,6,0.68,303,1.1,70,-2121,445313,2,219097410,0,130000,10000
2396,4b7e713c-6af1-4613-b9b9-cc99e8f9e8fb,1,True,False,-2345,7,0.7,305,1.07,75,-2121,438416,0,221307150,0,130000,10000
2397,4b7e713c-6af1-4613-b9b9-cc99e8f9e8fb,2,True,False,-2345,8,0.62,284,1.01,72,-2121,455444,0,223513250,0,130000,10000
2398,4b80401a-8f98-4823-a0c0-f621c941f734,0,True,False,-2345,68,0.4381284,491,0.8253249,58,-2121,1122132,12,3.53516e+09,3921051,130000,10000
2399,4b80401a-8f98-4823-a0c0-f621c941f734,1,True,False,-2345,69,0.428979,469,0.8421215,61,-2121,1095520,0,3.539513e+09,608338,130000,10000
2400,4b80401a-8f98-4823-a0c0-f621c941f734,2,True,False,-2345,70,0.4408108,475,0.8044183,59,-2121,1078522,0,3.542356e+09,442597,130000,10000
2401,4b9e34fe-5062-4cc1-9888-5d47e19582b4,0,True,False,-1234,1,0.4,618,0.88,84,-9999,5,10,-9876,1239.09,863.07,738.07
2402,4b9e34fe-5062-4cc1-9888-5d47e19582b4,1,True,False,-1234,2,0.31,610,0.78,84,-9999,5,10,-9876,1315.09,921.07,824.08
2404,4ba8e5a5-972d-406c-806b-87ec612e394c,1,True,False,-2345,8,0.5374417,737,0.9273345,99,-2121,1372131,1,3.202935e+09,136444,130000,10000
2405,4ba8e5a5-972d-406c-806b-87ec612e394c,2,True,False,-2345,9,0.444501,701,0.9633157,92,-2121,1579590,0,3.209175e+09,0,130000,10000
2406,4ba8e5a5-972d-406c-806b-87ec612e394c,3,True,False,-2345,10,0.4686674,663,0.9070076,93,-2121,1416290,0,3.215481e+09,0,130000,10000
2407,4ba8e5a5-972d-406c-806b-87ec612e394c,4,True,False,-2345,11,0.4384791,693,0.8029991,92,-2121,1582184,0,3.220801e+09,0,130000,10000
2408,4ba8e5a5-972d-406c-806b-87ec612e394c,5,True,False,-2345,12,0.5028858,748,1.029401,90,-2121,1488129,0,3.228075e+09,0,130000,10000
2411,4bab5e36-586b-47dc-a76a-0946f05d963f,2,True,False,-2345,8,0.5796835,756,0.9602672,94,-2121,1305024,0,1.999983e+08,0,130000,10000
2412,4bab5e36-586b-47dc-a76a-0946f05d963f,3,True,False,-2345,9,0.5829755,761,1.151835,92,-2121,1307557,0,2.087076e+08,0,130000,10000
2413,4bab5e36-586b-47dc-a76a-0946f05d963f,4,True,False,-2345,10,0.5549292,729,1.070141,89,-2121,1314270,0,2.160674e+08,0,130000,10000
2414,4bab87d1-2548-447e-97b6-550b64778c5e,0,True,False,-2345,39,0.53,598,0.99,81,-2121,1119598,6,2994017280,0,130000,10000
2415,4bab87d1-2548-447e-97b6-550b64778c5e,1,True,False,-2345,40,0.48,633,0.96,83,-2121,1318909,0,2997964544,0,130000,10000
2416,4bab87d1-2548-447e-97b6-550b64778c5e,2,True,False,-2345,41,0.4,614,0.77,84,-2121,1523499,0,3002383616,0,130000,10000
2417,4bab87d1-2548-447e-97b6-550b64778c5e,3,True,False,-2345,42,0.39,628,0.94,87,-2121,1615967,0,3007374080,0,130000,10000
2423,4baf8e6e-c896-4782-8941-0cec57ec9982,5,True,False,-2345.0,9.0,0.24680491,584.0,0.6249428,97.0,-2121.0,2368561.0,2.0,3.0941056E9,0.0,130000.0,10000.0
2424,4c20c068-886d-458a-a42a-3348f01355fa,0,True,False,-2345,23,0.25,292,0.34,84,-2121,1153808,3,3337667584,271240,130000,10000
2425,4c20c068-886d-458a-a42a-3348f01355fa,1,True,False,-2345,24,0.22,281,0.29,88,-2121,1305908,0,3340801280,0,130000,10000
2426,4c20c068-886d-458a-a42a-3348f01355fa,2,True,False,-2345,25,0.22,292,0.31,91,-2121,1320068,0,3345259008,0,130000,10000
2427,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,0,True,False,-2345,16,0.5208264,639,0.8499845,84,-2121,1227539,7,1.219677e+09,0,130000,10000
2428,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,1,True,False,-2345,17,0.5280081,649,0.8849643,86,-2121,1231079,0,1.223436e+09,0,130000,10000
2429,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,2,True,False,-2345,18,0.5076859,633,0.8179095,87,-2121,1248321,0,1.226994e+09,0,130000,10000
2430,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,3,True,False,-2345,19,0.4660748,641,0.7579795,88,-2121,1377838,0,1.230614e+09,0,130000,10000
2431,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,4,True,False,-2345,20,0.4657366,641,0.745971,86,-2121,1378388,0,1.236542e+09,0,130000,10000
2432,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,5,True,False,-2345,21,0.4601249,633,0.7692958,85,-2121,1377533,0,1.242074e+09,0,130000,10000
2433,4c4872e6-1648-4b6a-8ba8-af2a06b0c7d3,6,True,False,-2345,22,0.4736063,666,0.7997072,91,-2121,1407319,0,1.248578e+09,0,130000,10000
2434,4c57799a-5dd2-4694-979e-bea3964cb713,0,True,False,-1234,1,0.6067172,624,1.163541,82,-9999,5,10,-9876,863.0778,613.0613,534.0567
2435,4c57799a-5dd2-4694-979e-bea3964cb713,1,True,False,-1234,2,0.6015584,637,1.113058,82,-9999,5,10,-9876,863.0711,524.0604,485.0537
2436,4c70a1c5-446f-42dc-a564-d62e19b5b244,0,True,False,-2345,15,0.47,322,0.64,82,-2121,688721,4,631700032,0,130000,10000
2437,4c70a1c5-446f-42dc-a564-d62e19b5b244,1,True,False,-2345,16,0.39,300,0.59,84,-2121,765716,0,633649088,0,130000,10000
2438,4c70a1c5-446f-42dc-a564-d62e19b5b244,2,True,False,-2345,17,0.37,324,0.57,82,-2121,887298,0,635587968,0,130000,10000
2439,4c8469ec-f477-4e33-8d36-445a90946173,0,True,False,-2345.0,6.0,0.7746586,644.0,1.0274643,76.0,-2121.0,832062.0,2.0,3.87747552E8,0.0,130000.0,10000.0
2440,4c8469ec-f477-4e33-8d36-445a90946173,1,True,False,-2345.0,7.0,0.7031411,682.0,0.9930909,86.0,-2121.0,971375.0,0.0,3.90004288E8,0.0,130000.0,10000.0
2441,4c8469ec-f477-4e33-8d36-445a90946173,2,True,False,-2345.0,8.0,0.6771537,660.0,0.91094065,75.0,-2121.0,976501.0,0.0,3.9217088E8,0.0,130000.0,10000.0
2442,4c8469ec-f477-4e33-8d36-445a90946173,3,True,False,-2345.0,9.0,0.7458988,685.0,1.0372199,77.0,-2121.0,919007.0,0.0,3.94502144E8,0.0,130000.0,10000.0
2443,4c8469ec-f477-4e33-8d36-445a90946173,4,True,False,-2345.0,10.0,0.5814387,720.0,0.92891157,89.0,-2121.0,1240326.0,0.0,4.04965408E8,0.0,130000.0,10000.0
2444,4cf7cb23-b29e-4259-ab73-8b5a4fe78f89,0,True,False,-2345.0,28.0,0.07014969,158.0,0.09211725,29.0,-2121.0,2258637.0,1.0,2.4546954E9,514465.0,130000.0,10000.0
2446,4d252a40-cd1e-41d6-91d4-c2a64378c902,0,True,False,-1234,1,0.6345952,626,1.17533,82,-9999,5,10,-9876,878.0744,518.0567,470.0549
2447,4d252a40-cd1e-41d6-91d4-c2a64378c902,1,True,False,-1234,2,0.6285318,642,1.159496,82,-9999,5,10,-9876,906.0604,628.0549,537.0503
2448,4d252a40-cd1e-41d6-91d4-c2a64378c902,2,True,False,-1234,3,0.6206447,642,1.166084,87,-9999,5,10,-9876,848.0628,634.05,537.0479
2449,4d3bee44-1f05-48b3-b879-a2312a705dd7,0,True,False,-2345,4,0.28,289,0.44,87,-2121,1018555,7,516310100,0,130000,10000
2450,4d3bee44-1f05-48b3-b879-a2312a705dd7,1,True,False,-2345,5,0.22,273,0.28,93,-2121,1232635,0,518882720,0,130000,10000
2451,4d3bee44-1f05-48b3-b879-a2312a705dd7,2,True,False,-2345,6,0.21,286,0.35,92,-2121,1358979,0,521752000,0,130000,10000
2452,4d3bee44-1f05-48b3-b879-a2312a705dd7,3,True,False,-2345,7,0.31,324,0.38,84,-2121,1062683,5,872628160,0,130000,10000
2453,4d3bee44-1f05-48b3-b879-a2312a705dd7,4,True,False,-2345,8,0.21,297,0.27,22,-2121,1431336,0,875550500,0,130000,10000
2454,4d3bee44-1f05-48b3-b879-a2312a705dd7,5,True,False,-2345,9,0.2,322,0.27,16,-2121,1648132,0,879182340,0,130000,10000
2455,4d4fdf98-5360-4170-a898-c8f1b7b1661b,0,True,False,-1234,1,0.41,242,0.59,71,-9999,5,10,-9876,1071.08,656.07,531.05
2456,4d4fdf98-5360-4170-a898-c8f1b7b1661b,1,True,False,-1234,2,0.3,288,0.61,55,-9999,5,10,-9876,967.07,637.05,567.05
2457,4d7dcab9-9012-4110-8456-bdb346608e5c,0,True,False,-2345,1,0.63,477,1.1,67,-2121,762665,2,398535072,263671,130000,10000
2458,4d7dcab9-9012-4110-8456-bdb346608e5c,1,True,False,-2345,2,0.63,472,1.16,55,-2121,749481,0,400923360,0,130000,10000
2459,4d7dcab9-9012-4110-8456-bdb346608e5c,2,True,False,-2345,3,0.64,491,1.21,50,-2121,767212,0,403084320,0,130000,10000
2460,4d7dcab9-9012-4110-8456-bdb346608e5c,3,True,False,-2345,4,0.66,477,1.1,56,-2121,724609,0,405084768,0,130000,10000
2461,4d7dcab9-9012-4110-8456-bdb346608e5c,4,True,False,-2345,5,0.67,488,1.18,56,-2121,730042,0,407091008,148315,130000,10000
2462,4d7dcab9-9012-4110-8456-bdb346608e5c,5,True,False,-2345,6,0.65,475,1.14,56,-2121,726227,0,409094592,0,130000,10000
2463,4d7dcab9-9012-4110-8456-bdb346608e5c,6,True,False,-2345,7,0.64,472,1.11,57,-2121,742157,0,411090464,0,130000,10000
2464,4d7dcab9-9012-4110-8456-bdb346608e5c,7,True,False,-2345,8,0.63,480,1.15,61,-2121,757080,0,412994240,0,130000,10000
2465,4d7dcab9-9012-4110-8456-bdb346608e5c,8,True,False,-2345,9,0.45,467,0.93,63,-2121,1044312,5,726408256,0,130000,10000
2466,4d7dcab9-9012-4110-8456-bdb346608e5c,9,True,False,-2345,10,0.5,477,1,57,-2121,956421,0,729370816,0,130000,10000
2467,4d7dcab9-9012-4110-8456-bdb346608e5c,10,True,False,-2345,11,0.57,488,0.99,56,-2121,853058,0,731856960,0,130000,10000
2468,4d7dcab9-9012-4110-8456-bdb346608e5c,11,True,False,-2345,12,0.54,472,0.93,54,-2121,869782,0,734202496,144684,130000,10000
2469,4d7dcab9-9012-4110-8456-bdb346608e5c,12,True,False,-2345,13,0.54,472,0.9,57,-2121,875519,0,736481024,0,130000,10000
2471,4d940903-e562-458d-864f-a3e82afb27be,1,True,False,-2345.0,33.0,0.2535338,251.0,0.35522893,78.0,-2121.0,991883.0,1.0,3.1601318E9,0.0,130000.0,10000.0
2472,4d940903-e562-458d-864f-a3e82afb27be,2,True,False,-2345.0,34.0,0.26519516,284.0,0.30911148,90.0,-2121.0,1071350.0,0.0,3.1625802E9,0.0,130000.0,10000.0
2474,4db1ba0c-1179-4eed-86d3-01a36f5bf89f,1,True,False,-2345.0,1.0,0.25383106,374.0,0.37513736,32.0,-2121.0,1474060.0,2.0,4.81605216E8,0.0,130000.0,10000.0
2475,4db1ba0c-1179-4eed-86d3-01a36f5bf89f,2,True,False,-2345.0,2.0,0.20376374,393.0,0.34107655,19.0,-2121.0,1930908.0,0.0,4.85632576E8,0.0,130000.0,10000.0
2476,4db1ba0c-1179-4eed-86d3-01a36f5bf89f,3,True,False,-2345.0,3.0,0.09663011,385.0,0.27802098,14.0,-2121.0,3985840.0,0.0,4.9223136E8,0.0,130000.0,10000.0
2477,4de770ff-2b33-4849-a1c2-8a8f449a0ff0,0,True,False,-2345,1,0.34,538,0.53,41,-2121,1581695,2,2669379328,0,130000,10000
2478,4de770ff-2b33-4849-a1c2-8a8f449a0ff0,1,True,False,-2345,2,0.31,535,0.46,40,-2121,1723145,0,2728577792,1137786,130000,10000
2479,4de770ff-2b33-4849-a1c2-8a8f449a0ff0,2,True,False,-2345,3,0.33,535,0.46,40,-2121,1644409,1,2796025856,1516693,130000,10000
2480,4de770ff-2b33-4849-a1c2-8a8f449a0ff0,3,True,False,-2345,4,0.32,548,0.45,40,-2121,1739044,1,2862005760,1327454,130000,10000
2481,4de770ff-2b33-4849-a1c2-8a8f449a0ff0,4,True,False,-2345,5,0.35,562,0.5,83,-2121,1596130,1,2947841280,1499085,130000,10000
2482,4e96024a-0881-4848-b600-8b7b0f348476,0,True,False,-2345,4,0.23,284,0.42,76,-2121,1236725,2,2833494016,0,130000,10000
2483,4e96024a-0881-4848-b600-8b7b0f348476,1,True,False,-2345,1,0.57,507,0.85,82,-2121,899567,3,3034152704,0,130000,10000
2484,4e96024a-0881-4848-b600-8b7b0f348476,2,True,False,-2345,2,0.59,521,0.84,82,-2121,889588,0,3037113088,0,130000,10000
2485,4e96024a-0881-4848-b600-8b7b0f348476,3,True,False,-2345,3,0.53,507,0.67,88,-2121,952667,0,3040031488,0,130000,10000
2486,4e96024a-0881-4848-b600-8b7b0f348476,4,True,False,-2345,4,0.57,535,0.86,82,-2121,942322,0,3042940160,0,130000,10000
2487,4e96024a-0881-4848-b600-8b7b0f348476,5,True,False,-2345,5,0.57,532,0.84,87,-2121,931854,0,3045863424,0,130000,10000
2488,4ea78777-77be-4c58-b35d-42c71c2a812d,0,True,False,-1234,1,0.9,597,1.54,75,-9999,5,10,-9876,820.05,528.04,402.03
2489,4ea78777-77be-4c58-b35d-42c71c2a812d,1,True,False,-1234,2,0.9,605,1.6,77,-9999,5,10,-9876,787.05,485.04,424.03
2490,4ea78777-77be-4c58-b35d-42c71c2a812d,2,True,False,-1234,3,0.92,613,1.59,76,-9999,5,10,-9876,683.06,436.04,399.04
2491,4ea78777-77be-4c58-b35d-42c71c2a812d,3,True,False,-1234,4,0.92,608,1.54,77,-9999,5,10,-9876,662.05,412.04,350.04
2492,4ea78777-77be-4c58-b35d-42c71c2a812d,4,True,False,-1234,5,0.92,605,1.55,77,-9999,5,10,-9876,747.05,467.04,433.03
2493,4ea78777-77be-4c58-b35d-42c71c2a812d,5,True,False,-1234,6,0.93,621,1.55,75,-9999,5,10,-9876,671.06,427.04,372.04
2494,4eedd20e-4653-44f8-bd00-f045505f5bec,0,True,False,-2345,50,0.52,622,1.05,86,-2121,1188813,5,2241966080,0,130000,10000
2495,4eedd20e-4653-44f8-bd00-f045505f5bec,1,True,False,-2345,51,0.51,600,1.1,82,-2121,1182617,0,2249022720,0,130000,10000
2496,4eedd20e-4653-44f8-bd00-f045505f5bec,2,True,False,-2345,52,0.53,630,1.1,88,-2121,1193481,0,2257007104,0,130000,10000
2497,4eedd20e-4653-44f8-bd00-f045505f5bec,3,True,False,-2345,53,0.49,633,1.03,89,-2121,1290496,0,2265114880,0,130000,10000
2498,4eedd20e-4653-44f8-bd00-f045505f5bec,4,True,False,-2345,54,0.44,619,1.04,88,-2121,1400452,0,2273340928,0,130000,10000
2499,4eedd20e-4653-44f8-bd00-f045505f5bec,5,True,False,-2345,55,0.44,614,1.07,86,-2121,1381561,0,2283443968,0,130000,10000
2500,4eedd20e-4653-44f8-bd00-f045505f5bec,6,True,False,-2345,56,0.45,603,0.96,85,-2121,1328522,0,2293743360,0,130000,10000
2501,4eedd20e-4653-44f8-bd00-f045505f5bec,7,True,False,-2345,57,0.46,622,0.96,84,-2121,1350586,0,2302105856,0,130000,10000
2502,4eedd20e-4653-44f8-bd00-f045505f5bec,8,True,False,-2345,58,0.47,606,1.07,79,-2121,1301026,0,2340947968,0,130000,10000
2503,4eedd20e-4653-44f8-bd00-f045505f5bec,9,True,False,-2345,59,0.42,576,0.95,87,-2121,1382355,0,2350242304,0,130000,10000
2504,4efdb716-af3e-425a-99c1-45f7851f7671,0,True,False,-1234,1,0.4628771,621,1.030116,83,-9999,5,10,-9876,1013.089,674.0759,656.0726
2505,4efdb716-af3e-425a-99c1-45f7851f7671,1,True,False,-1234,2,0.4364151,634,0.9691246,85,-9999,5,10,-9876,930.0814,604.0677,582.0628
