,setID,RepCount,isValid,removed,StartMessg,RepN,AvgVel,ROM,PeakVel,PeakVelLoc,PeakAccel,RepDur,TimeBWReps,TimeRepComp,TimeRepWait,SlowAllow,Backlight
4267,804124f8-f58d-431d-97e8-bee2779b458d,7,True,False,-2345,8,0.41,335,0.53,84,-2121,815521,0,168274688,0,130000,10000
4268,804124f8-f58d-431d-97e8-bee2779b458d,8,True,False,-2345,9,0.37,344,0.52,92,-2121,925873,0,170146336,0,130000,10000
4269,804124f8-f58d-431d-97e8-bee2779b458d,9,True,False,-2345,10,0.39,355,0.56,88,-2121,899383,0,172065728,0,130000,10000
4270,804223de-fece-47bc-b11e-2c1e1fdbe5de,0,True,False,-2345,30,0.38,507,0.56,68,-2121,1343995,4,2268963072,971771,130000,10000
4271,804223de-fece-47bc-b11e-2c1e1fdbe5de,1,True,False,-2345,31,0.39,477,0.66,71,-2121,1227417,0,2273094144,516785,130000,10000
4272,804223de-fece-47bc-b11e-2c1e1fdbe5de,2,True,False,-2345,32,0.39,491,0.63,76,-2121,1272675,0,2277160448,523407,130000,10000
4273,805bd822-6e83-49de-adc2-c1e5b28c020b,0,True,False,-2345,2,0.54,300,0.68,76,-2121,554382,2,135924496,0,130000,10000
4274,805bd822-6e83-49de-adc2-c1e5b28c020b,1,True,False,-2345,3,0.41,284,0.61,88,-2121,695037,0,138117088,0,130000,10000
4275,805bd822-6e83-49de-adc2-c1e5b28c020b,2,True,False,-2345,4,0.45,286,0.62,86,-2121,631164,0,140329168,0,130000,10000
4276,805bd822-6e83-49de-adc2-c1e5b28c020b,3,True,False,-2345,5,0.58,316,0.73,62,-2121,545594,0,142137328,0,130000,10000
4277,805bd822-6e83-49de-adc2-c1e5b28c020b,4,True,False,-2345,6,0.54,294,0.65,51,-2121,547394,0,143323424,0,130000,10000
4278,80740d17-5ad5-460a-b3bb-ebb21030b6da,0,True,False,-2345,1,0.54,570,1.02,90,-2121,1056153,12,816857344,0,130000,10000
4279,80740d17-5ad5-460a-b3bb-ebb21030b6da,1,True,False,-2345,2,0.46,554,0.86,90,-2121,1216766,0,820194432,0,130000,10000
4280,80740d17-5ad5-460a-b3bb-ebb21030b6da,2,True,False,-2345,3,0.42,554,0.73,92,-2121,1319153,0,824451904,0,130000,10000
4281,80740d17-5ad5-460a-b3bb-ebb21030b6da,3,True,False,-2345,4,0.41,546,0.88,91,-2121,1328736,0,827818112,0,130000,10000
4282,80740d17-5ad5-460a-b3bb-ebb21030b6da,4,True,False,-2345,5,0.31,543,0.8,90,-2121,1756470,0,832841600,0,130000,10000
4283,807a4fea-f00e-4c96-8dca-67c105bfec3d,0,True,False,-2345,23,0.88,548,1.68,82,-2121,621612,2,1049815800,0,130000,10000
4284,807a4fea-f00e-4c96-8dca-67c105bfec3d,1,True,False,-2345,24,0.89,584,1.6,76,-2121,653381,0,1052977400,0,130000,10000
4285,807a4fea-f00e-4c96-8dca-67c105bfec3d,2,True,False,-2345,25,0.91,619,1.7,78,-2121,679535,0,1056315400,0,130000,10000
4286,810f1c2e-a282-439f-9b76-88b10bffc956,0,True,False,-2345,8,0.15,207,0.23,34,-2121,1411865,5,839126200,0,130000,10000
4287,810f1c2e-a282-439f-9b76-88b10bffc956,1,True,False,-2345,9,0.13,196,0.2,34,-2121,1488983,0,843185300,0,130000,10000
4288,810f1c2e-a282-439f-9b76-88b10bffc956,2,True,False,-2345,10,0.12,199,0.19,32,-2121,1693237,0,847285500,0,130000,10000
4289,81138500-6010-4c56-9777-97aae941e6bb,0,True,False,-2345.0,1.0,0.274056,234.0,0.32554537,56.0,-2121.0,857972.0,4.0,2.4458774E8,0.0,130000.0,10000.0
4290,81138500-6010-4c56-9777-97aae941e6bb,1,True,False,-2345.0,2.0,0.2567865,232.0,0.31528515,90.0,-2121.0,904724.0,0.0,2.4774395E8,0.0,130000.0,10000.0
4291,81138500-6010-4c56-9777-97aae941e6bb,2,True,False,-2345.0,3.0,0.2683812,248.0,0.33900198,50.0,-2121.0,926331.0,0.0,2.5109891E8,0.0,130000.0,10000.0
4293,81138500-6010-4c56-9777-97aae941e6bb,4,True,False,-2345.0,5.0,0.23089363,253.0,0.29056284,31.0,-2121.0,1100769.0,0.0,6.7031174E8,0.0,130000.0,10000.0
4294,81138500-6010-4c56-9777-97aae941e6bb,5,True,False,-2345.0,6.0,0.24040492,273.0,0.3751889,32.0,-2121.0,1136322.0,0.0,6.7432224E8,0.0,130000.0,10000.0
4295,81138500-6010-4c56-9777-97aae941e6bb,6,True,False,-2345.0,7.0,0.20166065,256.0,0.3506677,33.0,-2121.0,1273957.0,0.0,6.783023E8,0.0,130000.0,10000.0
4296,813ac08e-8c4a-4d41-8547-e59202e10323,0,True,False,-1234,1,0.6854662,618,1.229493,82,-9999,5,10,-9876,1001.062,656.0521,531.0433
4297,813ac08e-8c4a-4d41-8547-e59202e10323,1,True,False,-1234,2,0.6795017,616,1.229493,85,-9999,5,10,-9876,906.0665,518.0586,473.0518
4298,813ac08e-8c4a-4d41-8547-e59202e10323,2,True,False,-1234,3,0.6557426,621,1.15,84,-9999,5,10,-9876,860.0762,512.0659,476.0534
4299,813ac08e-8c4a-4d41-8547-e59202e10323,3,True,False,-1234,4,0.6090849,624,1.162527,84,-9999,5,10,-9876,872.0753,555.0631,515.0564
4300,81629898-e530-4e8b-9054-20e5e202eced,0,True,False,-2345,11,0.82,794,1.37,38,-2121,974517,15,2510514700,0,130000,10000
4301,81629898-e530-4e8b-9054-20e5e202eced,1,True,False,-2345,12,0.25,150,0.33,87,-2121,605530,6,2877309200,0,130000,10000
4302,81629898-e530-4e8b-9054-20e5e202eced,2,True,False,-2345,13,0.2,166,0.34,88,-2121,834320,0,2880355300,139954,130000,10000
4303,81629898-e530-4e8b-9054-20e5e202eced,3,True,False,-2345,14,0.07,182,0.14,31,-2121,2627228,0,2902359800,801880,130000,10000
4304,81675359-1899-44ad-8528-568d9a4af070,0,True,False,-2345,10,0.7440748,745,1.30358,49,-2121,1002899,7,384846,0,130000,10000
4305,81675359-1899-44ad-8528-568d9a4af070,1,True,False,-2345,1,0.1904683,363,0.2673258,21,-2121,1907897,1,6.883995e+07,0,130000,10000
4306,81675359-1899-44ad-8528-568d9a4af070,2,True,False,-2345,2,0.1466011,360,0.2288228,13,-2121,2459381,0,7.686184e+07,131043,130000,10000
4307,8167c884-1564-4126-936a-764a2bf82a9b,0,True,False,-1234,1,0.6862261,618,1.172747,79,-9999,5,10,-9876,775.068,534.0515,433.0497
4308,8167c884-1564-4126-936a-764a2bf82a9b,1,True,False,-1234,2,0.6576663,610,1.150496,87,-9999,5,10,-9876,964.0631,570.0491,570.0442
4309,8167c884-1564-4126-936a-764a2bf82a9b,2,True,False,-1234,3,0.6733658,634,1.20018,86,-9999,5,10,-9876,808.0726,549.0552,442.0527
4310,81c6cd57-a027-403d-a334-7fdb950702c4,0,True,False,-1234,1,0.65,568,1.28,78,-9999,5,10,-9876,988.09,656.07,573.06
4311,81c6cd57-a027-403d-a334-7fdb950702c4,1,True,False,-1234,2,0.6,573,1.28,78,-9999,5,10,-9876,1251.09,701.07,585.06
4312,81c6cd57-a027-403d-a334-7fdb950702c4,2,True,False,-1234,3,0.62,589,1.25,82,-9999,5,10,-9876,958.07,747.06,650.05
4313,81c6cd57-a027-403d-a334-7fdb950702c4,3,True,False,-1234,4,0.58,600,1.18,81,-9999,5,10,-9876,1165.09,787.07,759.07
4314,81c6cd57-a027-403d-a334-7fdb950702c4,4,True,False,-1234,5,0.56,568,1.15,83,-9999,5,10,-9876,1153.1,723.08,656.07
4315,81c6cd57-a027-403d-a334-7fdb950702c4,5,True,False,-1234,6,0.54,586,1.2,82,-9999,5,10,-9876,1385.1,766.08,634.07
4316,824281cb-719b-4141-92ad-51dcc4f444ca,0,True,False,-2345,30,0.38,600,0.61,91,-2121,1563019,1,719518000,0,130000,10000
4317,824281cb-719b-4141-92ad-51dcc4f444ca,1,True,False,-2345,31,0.39,625,0.8,89,-2121,1588623,0,727730700,0,130000,10000
4318,824281cb-719b-4141-92ad-51dcc4f444ca,2,True,False,-2345,32,0.42,617,0.85,87,-2121,1464813,0,733122100,0,130000,10000
4319,824281cb-719b-4141-92ad-51dcc4f444ca,3,True,False,-2345,33,0.38,617,0.74,92,-2121,1616546,7,1174613100,0,130000,10000
4320,824281cb-719b-4141-92ad-51dcc4f444ca,4,True,False,-2345,34,0.37,647,0.83,91,-2121,1768005,0,1181795500,0,130000,10000
4321,824281cb-719b-4141-92ad-51dcc4f444ca,5,True,False,-2345,35,0.36,671,0.77,93,-2121,1852996,0,1189884200,0,130000,10000
4322,82729c0d-2e49-4ea4-943d-39d760f5b87a,0,True,False,-2345,17,0.4524627,685,0.9381656,93,-2121,1515899,4,6.038071e+08,0,130000,10000
4323,82729c0d-2e49-4ea4-943d-39d760f5b87a,1,True,False,-2345,18,0.5505349,693,0.9049039,90,-2121,1260468,0,6.083575e+08,0,130000,10000
4324,82729c0d-2e49-4ea4-943d-39d760f5b87a,2,True,False,-2345,19,0.4994989,671,0.7760727,90,-2121,1345215,0,6.130792e+08,0,130000,10000
4325,82729c0d-2e49-4ea4-943d-39d760f5b87a,3,True,False,-2345,20,0.4672883,701,0.737112,92,-2121,1502625,0,6.176285e+08,0,130000,10000
4326,82729c0d-2e49-4ea4-943d-39d760f5b87a,4,True,False,-2345,21,0.3880895,663,0.7134274,89,-2121,1710053,0,6.223729e+08,0,130000,10000
4327,82729c0d-2e49-4ea4-943d-39d760f5b87a,5,True,False,-2345,22,0.4030645,693,0.740309,93,-2121,1721802,0,6.274786e+08,0,130000,10000
4328,827448eb-4fea-4ace-a412-342ab90b8684,0,True,False,-2345,1,0.3,412,0.55,72,-2121,1379639,1,76621640,0,130000,10000
4329,827448eb-4fea-4ace-a412-342ab90b8684,1,True,False,-2345,2,0.28,409,0.59,62,-2121,1449554,0,79124144,0,130000,10000
4330,8279e476-4408-409d-b437-62ca7a9bf4c3,0,True,False,-2345.0,1.0,0.62637615,546.0,1.1160605,76.0,-2121.0,872528.0,5.0,3.1750835E8,0.0,130000.0,10000.0
4331,8279e476-4408-409d-b437-62ca7a9bf4c3,1,True,False,-2345.0,2.0,0.53086394,491.0,0.7603007,70.0,-2121.0,926087.0,0.0,3.2097578E8,0.0,130000.0,10000.0
4332,8279e476-4408-409d-b437-62ca7a9bf4c3,2,True,False,-2345.0,3.0,0.5119094,570.0,0.6614192,74.0,-2121.0,1115937.0,0.0,3.2366086E8,0.0,130000.0,10000.0
4333,8279e476-4408-409d-b437-62ca7a9bf4c3,3,True,False,-2345.0,4.0,0.47593158,521.0,0.6153673,73.0,-2121.0,1096496.0,0.0,3.260345E8,0.0,130000.0,10000.0
4334,8279e476-4408-409d-b437-62ca7a9bf4c3,4,True,False,-2345.0,5.0,0.5218999,516.0,0.72459537,82.0,-2121.0,989166.0,0.0,3.2820752E8,0.0,130000.0,10000.0
4335,8279e476-4408-409d-b437-62ca7a9bf4c3,5,True,False,-2345.0,6.0,0.5132081,611.0,0.85450566,85.0,-2121.0,1192841.0,0.0,3.3076778E8,0.0,130000.0,10000.0
4336,8279e476-4408-409d-b437-62ca7a9bf4c3,6,True,False,-2345.0,7.0,0.729267,663.0,1.1983325,85.0,-2121.0,910004.0,6.0,7.4210944E8,0.0,130000.0,10000.0
4337,8279e476-4408-409d-b437-62ca7a9bf4c3,7,True,False,-2345.0,8.0,0.60656327,565.0,0.90251154,70.0,-2121.0,932404.0,0.0,7.4549664E8,0.0,130000.0,10000.0
4338,8279e476-4408-409d-b437-62ca7a9bf4c3,8,True,False,-2345.0,9.0,0.5944857,625.0,0.7943572,91.0,-2121.0,1052460.0,0.0,7.4769376E8,0.0,130000.0,10000.0
4339,8279e476-4408-409d-b437-62ca7a9bf4c3,9,True,False,-2345.0,10.0,0.6458634,633.0,0.949913,84.0,-2121.0,981445.0,0.0,7.4974835E8,0.0,130000.0,10000.0
4340,8279e476-4408-409d-b437-62ca7a9bf4c3,10,True,False,-2345.0,11.0,0.59521794,557.0,0.793434,73.0,-2121.0,936798.0,0.0,7.5170906E8,0.0,130000.0,10000.0
4341,8279e476-4408-409d-b437-62ca7a9bf4c3,11,True,False,-2345.0,12.0,0.5723505,633.0,1.0205531,87.0,-2121.0,1107178.0,0.0,7.5399725E8,0.0,130000.0,10000.0
4342,82c13001-4ba1-41e4-9726-2da9aa1026d7,0,True,False,-1234,1,0.45,226,0.66,63,-9999,5,10,-9876,1162.07,695.05,567.04
4343,82c13001-4ba1-41e4-9726-2da9aa1026d7,1,True,False,-1234,2,0.46,266,0.69,59,-9999,5,10,-9876,930.08,537.06,445.05
4344,831a750d-57b2-41d4-ac66-000c79e99c03,0,True,False,-2345,14,0.44,477,0.82,57,-2121,1089844,7,1213235584,0,130000,10000
4345,831a750d-57b2-41d4-ac66-000c79e99c03,1,True,False,-2345,15,0.38,477,0.81,73,-2121,1253876,0,1215815296,0,130000,10000
4346,831a750d-57b2-41d4-ac66-000c79e99c03,2,True,False,-2345,16,0.39,472,0.78,75,-2121,1215332,0,1218370048,0,130000,10000
4347,8335661d-3560-4d22-b1c5-0c6f41d71543,0,True,False,-1234,1,0.38,589,0.82,83,-9999,5,10,-9876,1113.09,698.08,701.08
4348,8335661d-3560-4d22-b1c5-0c6f41d71543,1,True,False,-1234,2,0.34,602,0.82,88,-9999,5,10,-9876,1034.09,726.08,674.08
4353,841837da-2966-49ec-b51f-de631995d00e,4,True,False,-2345,5,0.4876786,600,0.771905,83,-2121,1232544,1,1.129601e+08,0,130000,10000
4354,841837da-2966-49ec-b51f-de631995d00e,5,True,False,-2345,6,0.4114681,587,0.6945575,86,-2121,1427490,0,1.164643e+08,0,130000,10000
4355,841837da-2966-49ec-b51f-de631995d00e,6,True,False,-2345,7,0.4101291,584,0.737112,86,-2121,1425202,0,1.201968e+08,0,130000,10000
4356,841837da-2966-49ec-b51f-de631995d00e,7,True,False,-2345,8,0.3676346,573,0.6558598,86,-2121,1560638,0,1.240072e+08,0,130000,10000
4357,841837da-2966-49ec-b51f-de631995d00e,8,True,False,-2345,9,0.355359,589,0.6465436,84,-2121,1660614,0,1.279135e+08,0,130000,10000
4358,841837da-2966-49ec-b51f-de631995d00e,9,True,False,-2345,10,0.3395645,576,0.634084,84,-2121,1697326,0,1.319087e+08,0,130000,10000
4359,841837da-2966-49ec-b51f-de631995d00e,10,True,False,-2345,11,0.3330108,584,0.6249428,87,-2121,1755402,0,1.365014e+08,0,130000,10000
4360,841837da-2966-49ec-b51f-de631995d00e,11,True,False,-2345,12,0.3230215,600,0.5852979,88,-2121,1860260,0,1.404993e+08,0,130000,10000
4361,841837da-2966-49ec-b51f-de631995d00e,12,True,False,-2345,13,0.3050062,592,0.5621655,88,-2121,1943024,0,1.451504e+08,0,130000,10000
4362,842b9a92-da47-46fa-bde5-9aab53ef30a1,0,True,False,-2345,2,0.45,636,0.77,88,-2121,1411103,2,176532256,0,130000,10000
4363,842b9a92-da47-46fa-bde5-9aab53ef30a1,1,True,False,-2345,3,0.46,630,0.83,88,-2121,1367035,0,182149712,0,130000,10000
4364,842b9a92-da47-46fa-bde5-9aab53ef30a1,2,True,False,-2345,4,0.43,639,0.76,91,-2121,1478943,0,188086912,0,130000,10000
4365,842b9a92-da47-46fa-bde5-9aab53ef30a1,3,True,False,-2345,5,0.43,660,0.78,88,-2121,1531250,0,194508704,0,130000,10000
4366,843d01da-b88d-4466-b3a7-3c1d9e06b454,0,True,False,-1234,1,0.6617599,589,1.189478,83,-9999,5,10,-9876,863.0698,534.0528,479.0534
4367,843d01da-b88d-4466-b3a7-3c1d9e06b454,1,True,False,-1234,2,0.6655405,608,1.164049,83,-9999,5,10,-9876,833.0717,524.054,463.0506
4368,843d01da-b88d-4466-b3a7-3c1d9e06b454,2,True,False,-1234,3,0.6847867,616,1.129551,81,-9999,5,10,-9876,747.0686,558.0524,482.0485
4369,843d01da-b88d-4466-b3a7-3c1d9e06b454,3,True,False,-1234,4,0.6634256,618,1.180531,83,-9999,5,10,-9876,1043.062,689.05,540.0375
4370,843d01da-b88d-4466-b3a7-3c1d9e06b454,4,True,False,-1234,5,0.6294029,602,1.098394,84,-9999,5,10,-9876,927.0582,604.0482,506.0439
4371,843f1bf9-1ec8-497f-ba16-cd87a835365e,0,True,False,-2345.0,21.0,0.53156966,297.0,0.74171644,87.0,-2121.0,560456.0,3.0,1.2526028E9,0.0,130000.0,10000.0
4372,843f1bf9-1ec8-497f-ba16-cd87a835365e,1,True,False,-2345.0,22.0,0.54892194,330.0,0.7973723,90.0,-2121.0,602752.0,0.0,1.2551132E9,0.0,130000.0,10000.0
4373,843f1bf9-1ec8-497f-ba16-cd87a835365e,2,True,False,-2345.0,23.0,0.5876226,333.0,0.7856732,86.0,-2121.0,567353.0,0.0,1.2570056E9,0.0,130000.0,10000.0
4374,843f1bf9-1ec8-497f-ba16-cd87a835365e,3,True,False,-2345.0,24.0,0.526072,314.0,0.66870713,90.0,-2121.0,597564.0,0.0,1.259111E9,0.0,130000.0,10000.0
4377,84486fca-71db-478a-9c13-e17ca1f7c83d,2,True,False,-2345,47,1.112383,456,1.605526,70,-2121,410614,0,1.298726e+09,0,130000,10000
4378,84486fca-71db-478a-9c13-e17ca1f7c83d,3,True,False,-2345,48,1.127292,458,1.53083,73,-2121,407470,0,1.303397e+09,0,130000,10000
4379,84486fca-71db-478a-9c13-e17ca1f7c83d,4,True,False,-2345,49,1.209937,477,1.766494,70,-2121,395142,0,1.306308e+09,0,130000,10000
4380,84486fca-71db-478a-9c13-e17ca1f7c83d,5,True,False,-2345,50,1.258874,499,1.815825,71,-2121,397064,0,1.309336e+09,0,130000,10000
4381,84486fca-71db-478a-9c13-e17ca1f7c83d,6,True,False,-2345,51,1.222448,513,1.809808,75,-2121,420746,0,1.312332e+09,0,130000,10000
4382,84494058-da81-4aa5-a939-d281964866ef,0,True,False,-2345,16,0.4664752,600,0.781402,85,-2121,1288452,9,1.223275e+09,0,130000,10000
4383,84494058-da81-4aa5-a939-d281964866ef,1,True,False,-2345,17,0.5452476,625,0.84972,84,-2121,1147003,0,1.228684e+09,0,130000,10000
4384,84494058-da81-4aa5-a939-d281964866ef,2,True,False,-2345,18,0.5547696,671,0.9956253,89,-2121,1211853,0,1.234335e+09,0,130000,10000
4385,84494058-da81-4aa5-a939-d281964866ef,3,True,False,-2345,19,0.5294346,655,0.8829615,85,-2121,1238281,0,1.239742e+09,0,130000,10000
4386,84494058-da81-4aa5-a939-d281964866ef,4,True,False,-2345,20,0.4950069,639,0.8065564,86,-2121,1291351,0,1.244981e+09,0,130000,10000
4387,84494058-da81-4aa5-a939-d281964866ef,5,True,False,-2345,21,0.519771,644,0.8385017,88,-2121,1240387,0,1.250519e+09,0,130000,10000
4388,84494058-da81-4aa5-a939-d281964866ef,6,True,False,-2345,22,0.5049615,655,0.8491915,85,-2121,1298065,0,1.257318e+09,0,130000,10000
4389,84728b78-f799-4c61-af1c-0cea1ec2d056,0,True,False,-2345,6,0.28,666,0.75,91,-2121,2364990,5,2383911400,0,130000,10000
4390,8487a7d4-2a35-4bc6-8528-9aa04c783d83,0,True,False,-2345,4,1,931,1.67,45,-2121,935303,3,1427862656,171325,130000,10000
4391,8487a7d4-2a35-4bc6-8528-9aa04c783d83,1,True,False,-2345,1,0.28,387,0.32,22,-2121,1390961,1,1497467904,0,130000,10000
4392,8487a7d4-2a35-4bc6-8528-9aa04c783d83,2,True,False,-2345,2,0.26,412,0.35,97,-2121,1572968,0,1502629248,0,130000,10000
4393,8487a7d4-2a35-4bc6-8528-9aa04c783d83,3,True,False,-2345,3,0.23,417,0.33,18,-2121,1797790,0,1508214528,0,130000,10000
4394,84997a3d-c0db-431c-ba4b-95db67bf2cdc,0,True,False,-2345,9,0.3804096,548,0.7990053,78,-2121,1443513,4,3.798042e+08,507110,130000,10000
4395,84997a3d-c0db-431c-ba4b-95db67bf2cdc,1,True,False,-2345,10,0.399708,538,0.8181546,74,-2121,1346161,0,3.835489e+08,1184540,130000,10000
4396,84997a3d-c0db-431c-ba4b-95db67bf2cdc,2,True,False,-2345,11,0.4435553,521,0.8149806,69,-2121,1176606,0,3.872902e+08,0,130000,10000
4397,84997a3d-c0db-431c-ba4b-95db67bf2cdc,3,True,False,-2345,12,0.3953294,535,0.7762933,72,-2121,1354859,0,3.91002e+08,927673,130000,10000
4398,84997a3d-c0db-431c-ba4b-95db67bf2cdc,4,True,False,-2345,13,0.3312904,527,0.7429271,73,-2121,1591431,0,3.948618e+08,851776,130000,10000
4399,84a9e086-061e-4718-9389-04dc22e0e1c7,0,True,False,-2345,30,0.26,292,0.3,85,-2121,1106110,3,2627791616,0,130000,10000
4400,84a9e086-061e-4718-9389-04dc22e0e1c7,1,True,False,-2345,31,0.27,294,0.35,87,-2121,1090240,0,2630918912,0,130000,10000
4401,84a9e086-061e-4718-9389-04dc22e0e1c7,2,True,False,-2345,32,0.21,292,0.24,96,-2121,1374145,0,2634357760,0,130000,10000
4402,84b77450-a2cc-41e4-912d-22de4354f31c,0,True,False,-2345.0,13.0,0.56044865,322.0,0.8349129,83.0,-2121.0,575287.0,3.0,7.937518E8,0.0,130000.0,10000.0
4403,84b77450-a2cc-41e4-912d-22de4354f31c,1,True,False,-2345.0,14.0,0.59567094,322.0,0.8191362,89.0,-2121.0,541290.0,0.0,7.9604403E8,0.0,130000.0,10000.0
4404,84b77450-a2cc-41e4-912d-22de4354f31c,2,True,False,-2345.0,15.0,0.57521063,314.0,0.7831947,87.0,-2121.0,546081.0,0.0,7.9835264E8,0.0,130000.0,10000.0
4405,84b77450-a2cc-41e4-912d-22de4354f31c,3,True,False,-2345.0,16.0,0.52259874,338.0,0.73830765,90.0,-2121.0,648315.0,0.0,8.006267E8,0.0,130000.0,10000.0
4406,84c3e33b-07ad-431e-ba46-539f01fcdcf9,0,True,False,-2345,8,0.41,535,0.93,92,-2121,1315369,4,688375424,0,130000,10000
4407,84c3e33b-07ad-431e-ba46-539f01fcdcf9,1,True,False,-2345,9,0.35,521,0.85,91,-2121,1476838,0,694868096,0,130000,10000
4408,84f772ce-2f69-441a-ae3a-ca0dc25c907a,0,True,False,-2345,38,0.26,297,0.36,88,-2121,1148499,5,3438053632,0,130000,10000
4409,84f772ce-2f69-441a-ae3a-ca0dc25c907a,1,True,False,-2345,39,0.24,319,0.36,87,-2121,1305847,0,3441170944,0,130000,10000
4410,84f772ce-2f69-441a-ae3a-ca0dc25c907a,2,True,False,-2345,40,0.23,303,0.32,91,-2121,1320984,0,3445897728,0,130000,10000
4411,8505c719-1740-46ed-8d54-5f1613d1f340,0,True,False,-2345.0,38.0,0.54208934,576.0,0.7641298,54.0,-2121.0,1063263.0,2.0,4.238865E9,0.0,130000.0,10000.0
4412,8505c719-1740-46ed-8d54-5f1613d1f340,1,True,False,-2345.0,39.0,0.4855111,524.0,0.7123109,54.0,-2121.0,1080292.0,0.0,4.2414262E9,0.0,130000.0,10000.0
4413,8505c719-1740-46ed-8d54-5f1613d1f340,2,True,False,-2345.0,40.0,0.5068391,513.0,0.70277923,55.0,-2121.0,1013672.0,0.0,4.2433887E9,0.0,130000.0,10000.0
4414,8506d143-cffd-4914-b6cb-9d1f60a3620d,0,True,False,-1234,1,0.72,605,1.28,79,-9999,5,10,-9876,949.06,650.05,485.04
4415,8506d143-cffd-4914-b6cb-9d1f60a3620d,1,True,False,-1234,2,0.71,618,1.28,81,-9999,5,10,-9876,927.06,607.05,497.05
4416,8506d143-cffd-4914-b6cb-9d1f60a3620d,2,True,False,-1234,3,0.75,640,1.26,80,-9999,5,10,-9876,753.05,524.05,482.04
4417,8506d143-cffd-4914-b6cb-9d1f60a3620d,3,True,False,-1234,4,0.72,653,1.28,83,-9999,5,10,-9876,842.05,528.04,494.04
4418,8516d3d4-ba3d-4607-87ae-0036a88a4edc,0,True,False,-1234,1,0.8756302,568,1.545771,69,-9999,5,10,-9876,824.0491,528.0402,491.032
4419,8516d3d4-ba3d-4607-87ae-0036a88a4edc,1,True,False,-1234,2,0.9003468,581,1.511615,72,-9999,5,10,-9876,671.0576,418.0518,329.0381
4420,8516d3d4-ba3d-4607-87ae-0036a88a4edc,2,True,False,-1234,3,0.9201449,584,1.52894,75,-9999,5,10,-9876,738.0494,448.0354,442.0317
4421,8516d3d4-ba3d-4607-87ae-0036a88a4edc,3,True,False,-1234,4,0.9099197,589,1.495516,75,-9999,5,10,-9876,872.0473,467.0354,399.0302
4422,8516d3d4-ba3d-4607-87ae-0036a88a4edc,4,True,False,-1234,5,0.9418977,589,1.527189,78,-9999,5,10,-9876,723.05,479.0418,390.0317
4423,8516d3d4-ba3d-4607-87ae-0036a88a4edc,5,True,False,-1234,6,0.9168669,592,1.531573,79,-9999,5,10,-9876,637.0534,415.0433,357.039
4424,8516d3d4-ba3d-4607-87ae-0036a88a4edc,6,True,False,-1234,7,0.8853092,586,1.456332,74,-9999,5,10,-9876,750.0518,466.0408,430.0326
4425,8516d3d4-ba3d-4607-87ae-0036a88a4edc,7,True,False,-1234,8,0.8973094,600,1.508197,77,-9999,5,10,-9876,885.0546,509.0467,451.0357
4427,853214f7-2103-4216-9025-5ffd1d322e1d,1,True,False,-2345.0,8.0,0.4442108,609.0,0.6568062,92.0,-2121.0,1371094.0,3.0,7.614839E8,0.0,130000.0,10000.0
4428,853214f7-2103-4216-9025-5ffd1d322e1d,2,True,False,-2345.0,9.0,0.37406212,589.0,0.6706778,92.0,-2121.0,1577240.0,0.0,7.6968736E8,0.0,130000.0,10000.0
4429,853214f7-2103-4216-9025-5ffd1d322e1d,3,True,False,-2345.0,10.0,0.372485,609.0,0.6374883,95.0,-2121.0,1635864.0,0.0,7.7978029E8,0.0,130000.0,10000.0
4430,85342ff2-d74d-4475-831f-5a04dcccdfd9,0,True,False,-1234,1,0.66,613,1.23,83,-9999,5,10,-9876,906.07,531.06,537.05
4431,85342ff2-d74d-4475-831f-5a04dcccdfd9,1,True,False,-1234,2,0.67,645,1.24,80,-9999,5,10,-9876,991.06,610.04,540.04
4432,85342ff2-d74d-4475-831f-5a04dcccdfd9,2,True,False,-1234,3,0.64,645,1.19,82,-9999,5,10,-9876,909.06,625.05,518.05
4433,85342ff2-d74d-4475-831f-5a04dcccdfd9,3,True,False,-1234,4,0.64,656,1.17,85,-9999,5,10,-9876,842.07,518.06,454.05
4434,85344b53-b964-47de-8364-2647f047a879,0,True,False,-2345,19,0.4151553,628,0.7058672,91,-2121,1513336,9,1.944523e+09,0,130000,10000
4435,85344b53-b964-47de-8364-2647f047a879,1,True,False,-2345,20,0.3476676,603,0.6824088,92,-2121,1736725,0,1.95127e+09,0,130000,10000
4436,85344b53-b964-47de-8364-2647f047a879,2,True,False,-2345,21,0.341737,644,0.7255579,93,-2121,1886322,0,1.958733e+09,0,130000,10000
4437,85344b53-b964-47de-8364-2647f047a879,3,True,False,-2345,22,0.3342032,636,0.6981084,91,-2121,1904236,0,1.966497e+09,0,130000,10000
4438,8561415f-d7a0-4136-ae19-d5ac70a801d2,0,True,False,-2345,1,0.73,1212,1.54,65,-2121,1665985,3,206161340,0,130000,10000
4439,8561415f-d7a0-4136-ae19-d5ac70a801d2,1,True,False,-2345,2,0.44,636,0.8,84,-2121,1437896,0,257750640,0,130000,10000
4440,8561415f-d7a0-4136-ae19-d5ac70a801d2,2,True,False,-2345,3,0.44,644,0.81,84,-2121,1451355,0,262250210,0,130000,10000
4441,8561415f-d7a0-4136-ae19-d5ac70a801d2,3,True,False,-2345,4,0.4,649,0.67,78,-2121,1614197,0,267153070,223847,130000,10000
